offset,rate,delay
-0.01203,0.95760207238106,0.031864
-0.01901,1.4551744507967617,0.052426
-0.00305,0.9972306085039285,0.056153
0.00196,1.0007388847145215,0.073688
-0.0199,1.0035385553823553,0.065929
0.03773,1.0092830822373873,0.278858
-0.00966,0.9869212022607343,0.049428
-0.04977,1.021728096218093,0.191318
-0.00013,0.9788162678491272,0.069834
-0.01079,1.0008081293830684,0.056733
-0.00386,0.9989856154069563,0.060242
-0.05511,1.0236587891396065,0.199526
-0.00717,0.9758018464983594,0.043716
-0.06853,1.0252244438493339,0.177269
-0.01214,0.9806565441423931,0.088112
0.00459,0.9955820005924871,0.076243
0.00243,1.0102971123179698,0.177799
-0.01155,0.989418183467532,0.041337
0.00643,1.0005838862582688,0.083272
0.00527,1.0000987006838278,0.081939
0.00204,0.9988951116500309,0.064221
0.01041,1.0093816975818255,0.177789
0.01041,1.0093816975818255,0.177789
0.01041,1.0093816975818255,0.177789
-0.00264,0.9981951860623359,0.060538
-0.00264,0.9981951860623359,0.060538
-0.01069,1.0001862106182209,0.050073
-0.0625,1.0222217013711545,0.172716
0.00092,0.9788262625475147,0.078511
-0.00116,0.9988864009656118,0.062993
-0.00116,0.9988864009656118,0.062993
-0.00116,0.9988864009656118,0.062993
-0.00161,1.0006085300104335,0.09278
0.00836,0.9953424150602723,0.065027
0.00529,1.0001344010251507,0.06025
0.00993,0.9998470872547,0.067982
0.00188,1.0002413633845095,0.054345
0.01184,1.000220308096962,0.076509
0.00992,0.999356025070094,0.0661
0.00812,1.0012517912495627,0.075268
0.00812,1.0012517912495627,0.075268
0.00812,1.0012517912495627,0.075268
0.01717,1.002732756665272,0.231656
0.0147,0.9944913048749643,0.169094
0.00881,0.9905780278411076,0.060462
0.00881,0.9905780278411076,0.060462
0.00881,0.9905780278411076,0.060462
-0.0972,1.009069450582531,0.305502
0.00312,0.961673530788277,0.097382
0.16531,1.0067768357456024,0.496158
0.0831,0.9957637778745324,0.286505
0.01111,0.9929511956784827,0.070103
-0.05082,1.0261292999980136,0.21331
0.01091,0.9742442924993738,0.067222
-0.00866,1.0075064961385036,0.104598
0.01043,0.9936871914270914,0.077883
0.01425,0.9984240808637844,0.069416
0.00525,0.9998820104550592,0.050216
0.025,0.9999884654117124,0.089596
0.00735,1.0009398903326772,0.063845
-0.04043,1.0213224911847387,0.186144
1e-05,0.9834603235639086,0.094625
1e-05,0.9834603235639086,0.094625
1e-05,0.9834603235639086,0.094625
0.01726,0.9999092805420638,0.124528
0.01726,0.9999092805420638,0.124528
0.02719,1.0151079458148695,0.611533
0.00784,0.9641370314104565,0.18482
-0.04157,1.0103224337423646,0.192743
0.01304,0.978013753673108,0.0725
-0.04067,1.0206571843866803,0.175854
-0.04067,1.0206571843866803,0.175854
-0.04067,1.0206571843866803,0.175854
-0.04067,1.0206571843866803,0.175854
-0.01804,1.0006286403879758,0.26566
0.01729,0.9741640837110337,0.065973
0.01729,0.9741640837110337,0.065973
0.00756,1.0000926012985034,0.049304
0.00756,1.0000926012985034,0.049304
0.00756,1.0000926012985034,0.049304
0.01581,0.9997771179509927,0.054578
0.01581,0.9997771179509927,0.054578
0.01169,1.0019146270816028,0.104371
-0.19077,1.0762179083731889,0.480013
-0.19077,1.0762179083731889,0.480013
-0.19077,1.0762179083731889,0.480013
-0.19077,1.0762179083731889,0.480013
-0.19077,1.0762179083731889,0.480013
0.01946,0.9908430210158246,0.063125
0.01946,0.9908430210158246,0.063125
0.01767,1.0003635398201567,0.070552
0.04837,0.9997664278261762,0.129532
0.04837,0.9997664278261762,0.129532
0.04837,0.9997664278261762,0.129532
0.00922,0.9998060744166075,0.041468
0.01858,0.9994356164409145,0.054439
0.01613,1.0018803576187125,0.06869
0.01809,0.9995520394347671,0.068
0.01656,1.0002942145703482,0.067976
0.01652,0.9999403355285572,0.067289
0.01103,1.0029024221370422,0.085927
0.01203,0.99707480675017,0.058059
-0.01918,1.0188722576380562,0.189047
0.01544,0.9810944619414431,0.06198
-0.12675,1.0570181601919943,0.359174
0.01515,0.9463323749746311,0.064901
0.02526,0.9991992067896929,0.076947
0.02526,0.9991992067896929,0.076947
0.01964,1.000696632605779,0.086815
0.01314,1.0018123713256175,0.092366
0.00072,0.9982700356031267,0.049912
0.02497,0.9971920982798022,0.06968
0.02356,1.0005686338812003,0.072658
0.01145,1.0000301246833203,0.048742
-0.03756,1.0250916949451505,0.207183
0.01509,0.9760951234281431,0.06295
-0.0053,1.009062513602891,0.114614
0.00763,0.9915191586480474,0.053485
0.00763,0.9915191586480474,0.053485
0.09661,1.020883502464848,0.884963
-2.13869,1.7374804322077657,4.538725
-2.13869,1.7374804322077657,4.538725
0.01647,0.775588231352712,0.074141
0.03042,0.9973213751262081,0.074613
0.0086,1.0018973734056142,0.050233
0.0086,1.0018973734056142,0.050233
0.0086,1.0018973734056142,0.050233
0.01107,0.9999531766831408,0.052799
0.02494,0.9996251070422003,0.076711
-0.0313,1.020445808364825,0.172778
-0.05219,1.0071804850224597,0.205671
-0.05219,1.0071804850224597,0.205671
-0.03495,0.9984570632787807,0.192936
-0.03495,0.9984570632787807,0.192936
0.01313,0.9926022789952226,0.063334
0.01375,1.0108323900876703,0.176182
0.01375,1.0108323900876703,0.176182
0.01375,1.0108323900876703,0.176182
0.01303,0.9979076269031594,0.069008
0.01303,0.9979076269031594,0.069008
0.01515,0.9992302475169597,0.049919
0.02401,1.0000951120539854,0.068605
0.02401,1.0000951120539854,0.068605
0.02401,1.0000951120539854,0.068605
0.01338,1.0001214715753703,0.053474
0.01642,0.998919617036607,0.048559
