offset,rate,delay
-1.4532,0.9989653996347394,0.009783
-1.45073,0.9996881304246049,0.012206
-1.45349,0.9978983018126367,0.010303
-1.45071,1.0000068893715968,0.012214
-1.45325,0.9982375701781219,0.00966
-1.4508,1.0003941501886602,0.012209
-1.45071,0.9990377025558977,0.012184
-1.45621,0.9980441003979583,0.012216
-1.45329,0.9996824203557455,0.009672
-1.45598,0.9996525701586609,0.012198
-1.45067,1.0002986410778185,0.012192
-1.45081,0.999279571061269,0.012204
-1.45312,0.9989566660505527,0.014754
-1.45095,0.9987626395426955,0.007756
-1.45339,1.0007175489743736,0.014738
-1.45075,0.9989918022406783,0.012212
-1.45279,0.9990400852679228,0.009676
-1.4508,1.0008648040554768,0.01219
-1.44925,0.9998554668080125,0.014572
-1.4507,0.9983424151643866,0.012206
-1.44754,1.0002065110256366,0.012208
-1.45337,0.9984038957505966,0.00965
-1.45061,1.0011013851321606,0.010288
-1.44909,1.0006217362185006,0.012212
-1.45056,0.9992100506720328,0.007132
-1.45319,1.0009745533491656,0.009693
-1.45062,1.0010052567134147,0.0122
-1.45057,0.9995330545831421,0.012207
-1.45065,0.9995192399955987,0.012201
-1.45303,0.9991150450619884,0.014752
-1.44838,0.9995057659388017,0.012188
-1.45054,0.999187308124213,0.012196
-1.45045,0.9996386747536219,0.012195
-1.45289,0.999178817663331,0.014748
-1.44827,0.9995722323537669,0.012207
-1.45287,0.9987404233163197,0.009677
-1.45284,1.0006366803484146,0.009648
-1.45301,1.0005929556133897,0.009674
-1.45287,1.0006276837867925,0.009664
-1.45295,1.0005759593167654,0.00966
-1.45011,1.0011639501569145,0.012187
-1.45271,0.9990738310996177,0.00966
-1.45285,1.0005469983389572,0.009663
-1.45299,1.000593192221941,0.016539
-1.45017,0.9984273408398685,0.007112
-1.44752,1.0021103345442437,0.009658
-1.45288,0.9995026695625122,0.009662
-1.45272,1.0005821907308288,0.009663
-1.45252,1.0005791562720887,0.009658
-1.4527,1.000534659511854,0.014734
-1.4501,0.9990481518182031,0.007114
-1.44761,1.00203197841365,0.009676
-1.45259,0.9995642072180759,0.014762
-1.45237,0.9985800256170705,0.01026
-1.46159,0.9986192238200945,0.02974
-1.45521,0.9940215634708852,0.007888
-1.4525,1.0018845654841475,0.009662
-1.45243,1.0006519354761008,0.010281
-1.44989,1.0008678106332882,0.007122
-1.45237,1.0011221003601867,0.010302
-1.4496,1.000907009207416,0.012194
-1.4516,0.9991780077332365,0.005209
-1.45209,1.002233439058781,0.009656
-1.45471,1.0000293775016278,0.007748
-1.44715,1.002793608246513,0.009654
-1.45716,0.998555720343726,0.010303
-1.45471,1.0007712672612021,0.01221
