0.07358;0.07401
0.07095;0.07090
0.07432;0.07068
0.07464;0.06913
0.07044;0.07402
0.07405;0.07732
0.07514;0.07031
0.07106;0.07310
-0.23863;0.07035
0.07055;0.07113
0.07157;0.07064
0.04788;0.07106
0.07137;0.07091
0.07142;0.07109
0.07105;0.07118
0.07101;0.07110
0.07106;0.07115
0.07061;0.06724
0.07117;0.07132
0.07137;0.07130
0.07127;0.07137
0.07125;0.07153
0.07133;0.07165
0.07146;0.07196
0.07191;0.07156
0.07160;0.07165
0.07167;0.07167
0.07155;0.07153
0.07154;0.07194
0.07184;0.07168
0.07192;0.07199
0.07195;0.07242
0.07264;0.07217
0.07270;0.07225
0.07220;0.07228
0.07283;0.07228
0.07237;0.07240
0.07250;0.07253
0.07253;0.07254
0.07258;0.07266
0.07224;0.07308
0.07260;0.07278
0.07326;0.07287
0.07284;0.07249
0.07292;0.07301
0.07306;0.06493
0.04239;0.07363
0.07321;0.07284
0.07329;0.07336
0.07336;0.07339
0.07342;0.07347
0.07353;0.07365
0.07357;0.07364
0.07362;0.07375
0.07383;0.07382
0.07384;0.07389
0.07396;0.07338
0.08203;0.07457
0.07410;0.07419
0.07417;0.07422
0.07478;0.07439
0.07433;0.07444
0.07447;0.07453
0.07457;0.07466
0.07461;0.07471
0.07470;0.07519
0.07527;0.07489
0.07463;0.07791
0.07476;0.07502
0.07524;0.07530
0.07516;0.07533
0.07530;0.07545
0.07550;0.04857
0.07561;0.06212
0.05209;0.07132
0.07198;0.05029
0.05721;0.06454
0.07603;0.07616
0.07360;0.06759
0.04098;0.07657
0.07644;0.07693
0.07662;0.07669
0.07735;0.07743
0.07723;0.07512
0.07706;0.07697
0.07758;0.07759
0.07749;0.07776
0.07741;0.07762
0.07759;0.07766
0.07774;0.07778
0.07792;0.07803
0.07801;0.07827
0.08724;0.07885
0.07894;0.07871
0.07900;0.07899
0.07826;0.07872
0.07935;0.07891
0.07903;0.07966
0.07920;0.07920
0.07932;0.07930
0.07942;0.07965
0.08033;0.07972
0.07979;0.08021
0.07974;0.08001
0.08057;0.08075
0.08027;0.08082
0.08042;0.08089
0.08068;0.08071
0.08076;0.08091
0.08056;0.08126
0.08103;0.08125
0.08130;0.08134
0.08164;0.07772
0.08123;0.07760
0.08208;0.08228
0.08218;0.08207
0.08219;0.08229
0.08284;0.08243
0.08239;0.07949
0.08270;0.08310
0.08324;0.08291
0.08313;0.08318
0.08320;0.08387
0.08339;0.07289
0.08223;0.08370
0.08377;0.08413
0.08393;0.08397
0.08417;0.08417
0.08429;0.08437
0.08444;0.08443
0.08462;0.08466
0.08475;0.08489
0.08500;0.08529
0.08550;0.08781
0.08537;0.08540
0.07375;0.08546
0.08644;0.08621
0.08594;0.08627
0.08615;0.08617
0.08664;0.08643
0.08655;0.08660
0.08682;0.08683
0.08696;0.08703
0.08716;0.08716
0.08729;0.08753
0.08756;0.08761
0.08776;0.08738
0.08795;0.08822
0.08813;0.08814
0.08868;0.08836
0.08854;0.08860
0.08869;0.08884
0.08872;0.08896
0.08914;0.08961
0.08965;0.08915
0.08954;0.08961
0.09017;0.08977
0.08998;0.08996
0.09058;0.09014
0.09054;0.09064
0.09050;0.09110
0.09070;0.09108
0.09079;0.09138
0.09148;0.09151
0.09125;0.09199
0.09144;0.09156
0.09221;0.09168
0.09186;0.09191
0.09210;0.09252
0.09229;0.09229
0.09250;0.09272
0.09281;0.09281
0.09331;0.09291
0.09306;0.09316
0.09327;0.09344
0.09349;0.09352
0.09401;0.09373
0.09386;0.09396
0.09431;0.09449
0.09428;0.09434
0.09458;0.09459
0.09472;0.09481
0.09490;0.09501
0.09516;0.09560
0.09569;0.09589
0.09535;0.09554
0.09568;0.09576
0.09591;0.09633
0.09612;0.09610
0.09611;0.09683
0.09675;0.09653
0.09694;0.09686
0.09750;0.09700
0.09740;0.09724
0.09735;0.09766
0.09754;0.09757
0.09746;0.09837
0.09819;0.09801
0.09797;0.09820
0.09844;0.09865
0.09866;0.09873
0.09897;0.09889
0.09908;0.09912
0.10417;0.09973
0.09948;0.09960
0.09987;0.09976
0.09974;0.09996
0.10015;0.10031
0.10012;0.10305
0.10070;0.10059
0.10140;0.10091
0.10144;0.10116
0.10132;0.10148
0.10162;0.10170
0.10238;0.10191
0.10462;0.10669
0.10224;0.10245
0.10506;0.10251
0.10310;0.10295
0.10289;0.10294
0.10354;0.10313
0.10332;0.10336
