offset,rate,delay
-0.00986,0.49333659520923673,0.049308
-0.01169,0.8598662370484191,0.05675
-0.01192,1.0019349641061162,0.051672
-0.01054,0.9991581199320897,0.054512
-0.01261,1.0005388165702946,0.052102
-0.0091,0.999640356348298,0.054776
-0.01445,0.9989596394824429,0.054762
-0.01076,0.998012828818702,0.061735
-0.0153,1.0021780542488452,0.053866
-0.01246,0.9994434855543936,0.056718
-0.01307,1.000132427219,0.056074
-0.01425,0.99933969359079,0.057181
-0.01074,1.0018394459566058,0.054204
-0.01079,0.998276280750137,0.058616
-0.01478,1.0007319033079236,0.054741
-0.01072,0.9991774498037144,0.058891
-0.01282,0.9987662556415753,0.06102
-0.00945,1.0009316164096986,0.060306
-0.01093,1.0001476124801343,0.059186
-0.00973,0.9997179535859594,0.060513
-0.00785,1.0000216689614327,0.061392
-0.01012,1.0005644466624213,0.058806
-0.01176,1.0001307355846853,0.057651
-0.01215,0.9978511088328229,0.062996
-0.01164,1.0026746049267565,0.05637
-0.00876,1.0013656316123956,0.0543
-0.01072,0.9985996642050232,0.056924
-0.01333,1.000650270457036,0.05395
-0.01127,0.9993398762672916,0.05668
-0.00863,0.9994876132210511,0.059322
-0.00801,1.0003891269759964,0.058626
-0.00765,0.9999917122146824,0.058829
-0.01061,1.0001856500905308,0.056869
-0.00806,0.9996487707586775,0.059052
-0.00758,1.0000211404032509,0.059238
-0.0098,1.0005867834457496,0.056616
-0.02035,0.9916241264619895,0.07305
-0.0122,1.008323464426007,0.055706
-0.00443,0.999372314526512,0.061208
-0.01088,1.0011996993055132,0.054896
-0.00641,0.9993026783882053,0.05893
-0.00898,1.0004656516475714,0.056445
-0.00626,0.9996445885662494,0.058721
-0.01131,0.9986192758511714,0.059752
-0.00345,1.0009933973345104,0.061124
-0.01112,1.001210458169642,0.054172
-0.00637,0.9989237121105379,0.059323
-0.12278,0.9367765056245427,0.171194
-0.00914,1.0641590460236,0.062402
-0.00565,1.002218809089314,0.058429
-0.00892,0.9977695331066923,0.062554
-0.00715,1.0025479984623926,0.056878
-0.00811,1.000001148432622,0.056392
-0.00512,0.9996678240534653,0.058746
-0.00498,1.0000625288441247,0.058655
